x,y,lon,lat
444.624497432458,647.180234212688,113,36
556.375791672999,646.033961505754,114,36
666.691239977823,646.992265175886,115,36
778.875784902451,649.237223764681,116,36
890.825021498029,652.896099516695,117,36
896.043821996383,515.559171559767,117,35
782.656131631484,512.23042895763,116,35
669.25300834086,510.30319487506,115,35
556.248105133684,508.420256848141,114,35
442.983586252907,509.523548370176,113,35
329.916639959716,512.161200653301,112,35
215.771276625957,515.62704188283,111,35
102.390339382404,519.454652196223,110,35
96.496460286915,381.041743229431,110,34
211.943930507739,376.675819082232,111,34
326.363836443255,374.345163971823,112,34
441.009670291427,371.837022865196,113,34
556.676665609568,370.947027808375,114,34
671.351477549044,372.156787935866,115,34
786.411801248512,374.72708003704,116,34
901.266320169249,378.25566862326,117,34
906.328183576752,240.273376235099,117,33
789.956936955721,237.178831513568,116,33
673.915912130014,235.221764953616,115,33
557.894095750326,233.590024720956,114,33
439.917163164828,234.428646412342,113,33
323.805473833061,235.331380626772,112,33
207.428155241254,238.048428111022,111,33
91.0054720216212,242.47962876521,110,33
85.2744268347524,104.260163870808,110,32
203.491202265934,100.131555931572,111,32
320.931602279808,97.4815740407439,112,32
438.391697275816,96.7014676903509,113,32
558.566722205418,96.1307347481752,114,32
675.924683539128,98.0492102108201,115,32
793.361035572485,100.178682911136,116,32
