27.805,478.967,30.0
29.796,479.148,30.0
31.788,479.329,30.0
33.78,479.509,30.0
35.772,479.69,30.0
37.76,479.911,30.0
39.757,480.016,30.0
41.752,480.139,30.0
43.742,480.34,30.0
45.735,480.486,30.0
47.735,480.511,30.0
49.724,480.338,30.0
51.699,480.032,30.0
53.662,479.649,30.0
55.576,479.069,30.0
57.478,478.453,30.0
59.356,477.765,30.0
61.217,477.031,30.0
63.061,476.258,30.0
64.866,475.401,30.0
66.616,474.433,30.0
68.316,473.38,30.0
69.971,472.258,30.0
71.56,471.046,30.0
73.091,469.761,30.0
74.567,468.411,30.0
75.962,466.978,30.0
77.351,465.539,30.0
78.646,464.024,30.0
79.794,462.387,30.0
80.871,460.705,30.0
81.756,458.915,30.0
82.517,457.066,30.0
83.178,455.18,30.0
83.708,453.252,30.0
84.101,451.291,30.0
84.309,449.306,30.0
84.367,447.308,30.0
84.289,445.31,30.0
84.066,443.323,30.0
83.627,441.374,30.0
83.015,439.47,30.0
82.444,437.554,30.0
81.642,435.735,30.0
80.748,433.948,30.0
79.872,432.153,30.0
78.762,430.49,30.0
77.531,428.916,30.0
76.253,427.377,30.0
74.97,425.843,30.0
73.543,424.45,30.0
72.027,423.146,30.0
70.498,421.856,30.0
68.954,420.585,30.0
67.389,419.34,30.0
65.756,418.186,30.0
64.044,417.153,30.0
62.311,416.155,30.0
60.55,415.208,30.0
58.767,414.302,30.0
56.997,413.371,30.0
55.216,412.467,30.0
53.395,411.642,30.0
51.607,410.747,30.0
49.796,409.9,30.0
47.94,409.154,30.0
46.074,408.434,30.0
44.186,407.776,30.0
42.28,407.171,30.0
40.373,406.566,30.0
38.442,406.049,30.0
36.502,405.564,30.0
34.558,405.094,30.0
251.246,583.684,30.0
249.316,583.158,30.0
247.386,582.632,30.0
245.458,582.103,30.0
243.539,581.538,30.0
241.621,580.973,30.0
239.702,580.408,30.0
237.784,579.841,30.0
235.88,579.23,30.0
233.975,578.619,30.0
232.071,578.009,30.0
230.196,577.312,30.0
228.326,576.603,30.0
226.456,575.894,30.0
224.586,575.186,30.0
222.716,574.477,30.0
220.851,573.753,30.0
218.994,573.011,30.0
217.137,572.269,30.0
215.28,571.526,30.0
213.432,570.76,30.0
211.587,569.988,30.0
209.742,569.216,30.0
207.884,568.477,30.0
206.016,567.764,30.0
204.147,567.051,30.0
202.366,566.143,30.0
200.592,565.219,30.0
198.818,564.295,30.0
197.045,563.371,30.0
195.289,562.414,30.0
193.545,561.435,30.0
191.827,560.414,30.0
190.165,559.301,30.0
188.503,558.188,30.0
186.835,557.084,30.0
185.166,555.983,30.0
183.498,554.879,30.0
181.834,553.77,30.0
180.189,552.635,30.0
178.647,551.361,30.0
177.105,550.088,30.0
175.609,548.76,30.0
174.114,547.432,30.0
172.588,546.139,30.0
171.042,544.87,30.0
169.597,543.488,30.0
168.153,542.105,30.0
166.75,540.679,30.0
165.364,539.238,30.0
164.019,537.76,30.0
162.793,536.18,30.0
161.567,534.6,30.0
160.339,533.021,30.0
159.132,531.427,30.0
