451.465580,498.950261
447.722296,498.517123
443.112149,498.162739
438.935441,497.690228
434.167678,497.060218
428.953761,496.703100
425.328697,496.584974
422.215865,496.506221
419.260634,496.584974
416.305418,496.939358
412.350326,497.253968
409.158685,497.647726
405.376004,498.356496
400.805254,499.301517
397.021368,500.368564
393.041658,501.077327
388.192782,502.103534
384.173676,503.009182
379.990866,504.077488
376.926289,504.672842
373.546057,505.922739
369.314615,507.551768
365.638102,509.666038
362.721785,511.265590
359.262654,513.180937
356.778782,514.661539
354.050078,516.380162
350.077615,518.854920
347.004676,521.092072
343.296073,522.971952
337.352316,525.499911
335.195670,531.868647
335.747298,539.372933
335.715706,549.006904
340.893570,560.413911
360.310575,554.298819
375.608814,551.594060
400.439039,552.299654
406.087614,555.592397
414.795841,548.066123
425.975330,554.063619
434.801234,552.534847
441.038213,560.766708
450.610665,567.261369
465.085145,574.552442
478.743911,583.036091
492.394647,590.091971
500.431563,595.300624
505.374073,606.942825
511.728730,610.235568
508.904435,621.524972
515.027804,640.733898
518.442236,662.885256
522.681240,690.078039
528.449181,703.734834
543.512064,703.617238
558.412239,701.471065
568.987204,695.780756
592.503614,689.918611
598.116484,685.854109
599.015346,683.230696
600.723608,679.897803
601.943790,676.808779
603.163986,672.825562
603.814746,667.379130
604.059141,662.983122
603.896899,658.667703
603.652866,655.903841
603.327478,652.083209
602.758103,647.435286
601.293873,642.070138
599.829327,637.262760
598.852380,633.024707
597.306796,628.635044
596.329714,625.372275
595.028179,622.445835
594.052030,619.681973
592.994528,616.023918
591.367348,612.844249
589.901477,609.340022
588.030520,605.925837
585.752836,602.186497
583.962014,599.087511
582.172396,595.835910
580.952215,593.153333
579.566010,590.457477
577.613714,587.449745
576.068145,584.523306
574.441222,581.678151
572.488926,578.589127
570.696853,575.894283
568.907235,573.699452
567.036279,572.073651
565.165337,570.529136
562.887638,569.472366
560.040533,568.496889
557.502696,567.755419
555.062318,567.267673
552.133859,566.698642
548.635994,566.129611
545.882974,565.856780
540.851984,564.619846
536.253228,563.655014
532.659665,562.298374
528.786606,560.941740
524.429653,559.261941
521.674584,558.104813
516.797821,556.223981
513.244183,554.627933
509.331184,552.553077
505.135749,550.153883
501.605810,547.761174
498.144057,545.431387
494.046474,542.607403
489.242403,539.642220
484.574374,536.738371
479.341866,533.483447
474.961682,530.588864
471.641230,528.259077
467.325195,525.285680
462.872153,522.314206
458.774555,519.772621
455.030216,517.231035
452.195887,515.309035
449.369964,513.191040
446.614685,511.355451
445.343024,509.731660
445.413667,507.613672
446.190798,505.778082
447.533116,503.518895
449.723208,501.118509
451.465580,498.950261
