x,y,lon,lat
445.548079218213,648.390763144388,113,36
557.289701120691,646.972757667193,114,36
667.854255918926,647.858068047893,115,36
780.067331321625,649.917062238901,116,36
892.208496685798,653.274717627403,117,36
897.041590809706,515.900010487895,117,35
783.543651360029,512.75938062428,116,35
670.037285104754,510.925804138695,115,35
557.01823342721,509.371267655908,114,35
443.82103168399,510.613518742628,113,35
330.675694691156,513.283503913089,112,35
216.517973339953,516.883447589117,111,35
102.982317610255,520.940578292082,110,35
96.9102495261977,382.251675798987,110,34
212.477991475873,377.921317827858,111,34
327.26513487472,375.417803916663,112,34
442.046770684687,372.637319307459,113,34
557.150376637386,371.710838383551,114,34
672.114658106781,372.768820752799,115,34
787.047489881377,375.186250147733,116,34
901.98304625825,378.329667824743,117,34
906.957683470173,240.447090061129,117,33
790.359341249801,237.497662523049,116,33
674.099978474911,235.686417284984,115,33
557.849918270633,234.249773694511,114,33
440.299483247876,235.119176294641,113,33
324.156383144207,236.164476986966,112,33
207.744092336095,239.069831207064,111,33
91.2617597881617,243.550350292068,110,33
85.4958396922157,105.247437807994,110,32
203.697143274781,100.932556512271,111,32
321.298820281692,98.198085194289,112,32
438.842093492767,97.186741218753,113,32
558.669984631513,96.7175982085882,114,32
676.035516467251,98.3862625985867,115,32
793.533775356507,100.316413826103,116,32
