512.278159,290.032623
509.805872,289.017599
507.542365,287.689933
504.983632,286.362268
502.178861,285.034603
499.620113,283.756113
496.827621,282.166985
492.842473,279.869437
489.393782,277.878231
485.791813,275.963607
482.419761,274.202154
479.890723,273.206551
477.055143,272.134359
473.836369,271.368510
470.617595,271.445099
468.701652,271.445099
466.249252,272.364113
463.089565,273.051008
459.794152,274.429536
457.035212,275.808064
454.352895,277.492934
452.360313,279.101216
449.448095,280.786086
447.216904,282.249343
445.071059,283.627871
442.465381,284.853234
440.166259,286.078590
437.637220,286.328565
435.261459,287.380536
432.579142,287.380536
429.590285,286.767858
426.831329,286.538097
423.995734,285.465912
421.236794,284.853234
418.554477,283.398117
415.642244,282.479096
413.343121,281.406911
407.978503,279.722041
410.836199,281.653266
413.253662,283.455539
415.671124,285.602924
417.704880,287.942037
419.623505,290.894692
421.158407,293.929021
422.693310,297.073403
423.384024,299.911020
423.713359,303.055335
423.551238,309.103593
423.281066,316.834014
423.443910,327.057892
423.497951,335.320249
423.768153,342.124549
423.643605,344.795428
422.280632,349.297710
420.878834,354.150337
419.283925,358.436767
417.648475,362.310734
415.040673,367.104794
412.193764,371.220882
409.344007,373.829175
406.375971,376.371464
404.613863,377.712729
400.737233,380.133957
397.405753,382.192005
393.523066,384.438677
388.980142,386.617785
385.406362,388.554772
382.377746,389.825913
378.195856,391.890244
371.290610,395.582621
365.899671,398.427568
370.915068,402.165420
378.752757,408.391102
385.786588,414.415951
393.021365,420.106093
399.053331,424.937569
404.948351,429.757449
410.307455,433.974847
416.542159,439.628530
422.035243,444.515351
426.523493,449.201348
431.482273,454.431252
436.037505,459.117248
439.925917,463.819397
443.744273,468.973992
447.429570,474.073651
451.475583,480.309877
455.328003,486.380665
456.217027,489.416066
456.735616,491.266917
464.144115,492.599527
471.626691,494.894583
481.125201,498.313612
486.903823,500.312536
491.645267,501.719182
495.497672,501.793218
498.386990,501.645145
502.980248,500.608668
507.356892,499.274592
510.394366,496.831469
513.505933,493.499936
516.395252,490.020337
518.928976,486.422705
522.729977,480.725127
527.188834,474.443183
531.136017,468.818650
533.622089,464.790634
536.034264,460.115699
537.643018,456.600726
538.958745,452.875388
540.201947,449.505781
541.006000,446.510905
541.371478,443.215429
541.590773,439.782277
541.810295,436.120578
541.444290,433.191418
540.932616,429.246945
539.689218,424.858495
538.446574,419.818328
537.274618,414.980306
535.958890,410.305364
534.862443,406.433936
533.472261,402.407823
531.717957,398.098112
529.739854,394.723447
526.301363,389.080832
522.938938,384.186762
519.868906,379.950096
516.503589,375.115330
514.237611,371.901306
511.533057,367.956833
508.898695,363.929722
506.340338,359.985242
503.487659,355.958774
502.098833,352.671705
499.392064,348.789337
497.636842,345.423167
496.174917,341.697829
493.835841,337.680305
492.592248,334.605323
491.057225,330.587798
489.884862,326.703440
489.083867,322.411456
488.976223,318.503322
489.047287,313.684018
489.944266,310.026861
491.379434,307.373635
493.962875,303.564459
496.546165,300.839527
499.383356,298.572937
502.971269,295.776287
506.236264,293.840151
509.393616,291.832304
512.278159,290.032623
