x,y,lon,lat
447.351417450809,655.79305010409,113,36
559.191035915905,654.663012391973,114,36
670.830933638292,654.985521357052,115,36
783.403173530616,656.596450228239,116,36
896.059132188791,659.532554958194,117,36
899.594093193486,520.807519178827,117,35
785.643719455707,518.218881966814,116,35
672.00170604376,516.8913709141,115,35
558.260515369155,515.588612917183,114,35
445.548465896871,516.466066711651,113,35
331.985768994728,518.959801641822,112,35
217.638028397949,522.354669233042,111,35
103.744276781043,526.114238073505,110,35
97.7696057156427,386.053555425728,110,34
213.501425733568,381.860649315651,111,34
328.306166048555,379.623346702749,112,34
443.343213921118,377.308945326624,113,34
557.274738918928,376.799863706276,114,34
672.69010250795,377.361627301978,115,34
788.097344693575,379.236760015874,116,34
903.436782015953,381.986198682804,117,34
907.433271496509,242.463918350522,117,33
790.443190559272,240.012067458912,116,33
673.811083879515,238.739788413339,115,33
557.03618218179,237.919350714183,114,33
442.004118472676,238.350651694678,113,33
325.46127132931,239.153482031505,112,33
208.686015427076,241.837656698115,111,33
91.9957433067975,246.125343659947,110,33
85.4814669715124,106.381490785579,110,32
204.200192416665,102.471722270704,111,32
321.979187997822,99.8178303991481,112,32
440.164734454906,99.1653865522512,113,32
556.613515000681,98.8948683451181,114,32
674.486501278465,99.9869264629469,115,32
792.60348386264,101.349175860756,116,32
