x,y,lon,lat
446.344995937743,651.311906335244,113,36
556.749883736833,650.394352590387,114,36
667.991048382824,651.364214679566,115,36
780.016776017332,653.599070009219,116,36
892.087082819391,657.124474941853,117,36
896.458067667765,519.264525769831,117,35
783.029766076648,515.914577969297,116,35
670.001437277715,514.004959111251,115,35
556.823811278027,512.207009227557,114,35
444.331748106455,512.665174279173,113,35
331.401761659548,515.237698652982,112,35
217.396385021511,518.743189051669,111,35
104.1077159081,522.587404002177,110,35
98.0712361557926,383.304593138362,110,34
213.164551944723,378.992190483836,111,34
327.59024283391,376.790158640248,112,34
442.019070963041,374.236502633499,113,34
556.464065998,374.151987294315,114,34
671.37817960545,375.338518018301,115,34
786.364424431227,377.862274201803,116,34
901.180296887938,381.169142344477,117,34
905.85422779321,242.569739999242,117,33
789.562056241273,239.472198641619,116,33
673.378701374717,237.464184051591,115,33
556.999319612478,235.944589285904,114,33
440.746414160451,236.142893955543,113,33
324.549270618347,237.114698926083,112,33
208.362753211524,239.775269452317,111,33
92.1064828166564,244.065964143949,110,33
85.6782275765327,105.073343161042,110,32
203.749441878019,101.097516679907,111,32
321.189615545529,98.3822932746316,112,32
438.721123375843,97.7480639404894,113,32
557.44711001344,97.6796707802878,114,32
674.835114416765,99.5418104750861,115,32
792.490113119282,101.644568553769,116,32
