5,0.61
7.85066828743948,0.730162165
10,0.8
14.4468550458678,0.925148786
15,0.94
18.2702483966987,1.021303826
20,1.05
22.3373104378406,1.106564564
25,1.155
27.2846873602412,1.193915625
30,1.24
33.1593429660734,1.29868128
35,1.331
36.3860637971338,1.351288643
40,1.4
42.5516989326588,1.433163232
45,1.465
47.9026505913407,1.506150614
50,1.535
51.9844543473082,1.557269441
55,1.59
57.6644093752002,1.6220482
60,1.65
64.3612534613767,1.697919876
70,1.755
74.1057285558509,1.79416303
80,1.85
83.1543555770095,1.881218921
90,1.95
93.0843452109038,1.97664284
100,2.025
