x,y,lon,lat
447.884571138555,653.184694514423,113,36
559.823240364694,652.012996942362,114,36
671.223392234802,652.476364806082,115,36
783.561882451188,654.307549169971,116,36
895.99929692701,657.464824788656,117,36
899.79750778322,519.234607265033,117,35
786.053660574795,516.315895059564,116,35
672.721221904139,514.803707529063,115,35
559.234248866062,513.413837457298,114,35
445.930551361322,514.169197971649,113,35
332.641755746299,516.839725764858,112,35
218.488802329415,520.263316241577,111,35
104.788193371471,524.086654558234,110,35
98.8096766571107,384.429577490788,110,34
214.276703503871,380.06113018163,111,34
328.865353767746,377.948274724336,112,34
443.794521066851,375.323656844048,113,34
558.588635246553,374.917407824174,114,34
673.626669831679,375.718612866014,115,34
788.841098262532,377.741283133229,116,34
903.904205466868,380.768796694891,117,34
908.128600248958,241.651635148615,117,33
791.569282595901,238.981789232039,116,33
675.136314751442,237.481894162454,115,33
558.630254276417,236.431636016205,114,33
442.308127143107,236.882683396683,113,33
325.912578475043,237.841149739421,112,33
209.464126833456,240.477770516576,111,33
92.9155365169718,244.857127851836,110,33
86.4799694837602,105.510500807946,110,32
204.876065221411,101.511583929103,111,32
322.357630215887,98.7686557828874,112,32
440.291919174135,98.1281307658755,113,32
558.370824773541,97.8248544581111,114,32
676.09279342867,99.2340786172772,115,32
793.853016170826,100.82287919066,116,32
