x,y,lon,lat
447.304991359746,650.774428756549,113,36
558.00075696209,649.841117122965,114,36
669.029727806577,650.691762890967,115,36
781.018694073064,652.73686036081,116,36
892.930013651006,656.235401222324,117,36
897.17138494923,518.458687703207,117,35
783.86880065866,515.280470065241,116,35
670.731604573703,513.42222547394,115,35
557.825273927963,511.650915482749,114,35
445.002687348395,512.298642237882,113,35
332.193889444374,515.028633409653,112,35
218.436380062012,518.800149102328,111,35
105.246736409328,522.927212083985,110,35
98.7712454678294,383.654582665762,110,34
213.875465695586,379.212305864903,111,34
328.044586018295,376.648225552393,112,34
442.317867767117,373.971019104509,113,34
557.542466927458,373.560903003465,114,34
672.221236938676,374.677900992605,115,34
786.956249565937,377.188439978388,116,34
901.665683567546,380.349937627723,117,34
906.086332948216,241.865847159394,117,33
789.921346115505,238.878302777262,116,33
673.872917866742,237.054544330111,115,33
557.781580271683,235.582671587843,114,33
440.787122378719,235.931811104647,113,33
324.798200487548,237.080913340114,112,33
208.759563463438,240.059910912416,111,33
92.7561697880228,244.417691055643,110,33
85.9325970149876,105.556158519919,110,32
203.865089650364,101.377945450135,111,32
321.070147424543,98.4703114047315,112,32
438.489372425349,97.5734381374332,113,32
557.930118462769,97.3942073319213,114,32
675.214922852225,99.0583132395768,115,32
792.647810026971,101.011628246684,116,32
